Day of Tanggal,drilldownGeographic,Persentase_total_vaksin1_pendidik,Persentase_total_vaksin1_pendidik_kumulatif,Running Sum of TotalDivaksin1PerProvinsi/1000,Running Sum of Divaksin 1,Divaksin 1
"March 22, 2021",Sulawesi Tengah,0.057629723,1.271243898,1.125,"1,125",51
"April 7, 2021",Sulawesi Tengah,0.057629723,2.206879407,1.953,"1,953",51
"April 1, 2021",Sulawesi Tengah,0.058759718,1.975230519,1.748,"1,748",52
"May 17, 2021",Sulawesi Tengah,0.058759718,5.625112999,4.978,"4,978",52
"July 10, 2021",Sulawesi Tengah,0.058759718,22.784080636,20.163,"20,163",52
"March 18, 2021",Sulawesi Tengah,0.059889713,1.099484722,0.973,973,53
"July 13, 2021",Sulawesi Tengah,0.059889713,22.911770024,20.276,"20,276",53
"April 5, 2021",Sulawesi Tengah,0.061019707,2.108569879,1.866,"1,866",54
"July 14, 2021",Sulawesi Tengah,0.062149702,22.973919725,20.331,"20,331",55
"April 19, 2021",Sulawesi Tengah,0.065539685,2.769616706,2.451,"2,451",58
"July 12, 2021",Sulawesi Tengah,0.066669680,22.851880311,20.223,"20,223",59
"April 24, 2021",Sulawesi Tengah,0.067799675,3.347043934,2.962,"2,962",60
"April 3, 2021",Sulawesi Tengah,0.072319653,2.047550172,1.812,"1,812",64
"March 17, 2021",Sulawesi Tengah,0.077969626,1.039595010,0.92,920,69
"March 31, 2021",Sulawesi Tengah,0.079099620,1.916470801,1.696,"1,696",70
"April 10, 2021",Sulawesi Tengah,0.079099620,2.479208100,2.194,"2,194",70
"May 6, 2021",Sulawesi Tengah,0.080229615,4.878186585,4.317,"4,317",71
"June 4, 2021",Sulawesi Tengah,0.080229615,10.192551076,9.02,"9,020",71
"July 9, 2021",Sulawesi Tengah,0.080229615,22.725320918,20.111,"20,111",71
"March 30, 2021",Sulawesi Tengah,0.081359609,1.837371181,1.626,"1,626",72
"May 8, 2021",Sulawesi Tengah,0.082489604,5.155035256,4.562,"4,562",73
"March 15, 2021",Sulawesi Tengah,0.089269572,0.844105948,0.747,747,79
"March 19, 2021",Sulawesi Tengah,0.089269572,1.188754294,1.052,"1,052",79
"April 23, 2021",Sulawesi Tengah,0.097179534,3.279244260,2.902,"2,902",86
"March 13, 2021",Sulawesi Tengah,0.103959501,0.754836377,0.668,668,92
"March 24, 2021",Sulawesi Tengah,0.103959501,1.420403182,1.257,"1,257",92
"March 26, 2021",Sulawesi Tengah,0.105089496,1.554872537,1.376,"1,376",93
"April 12, 2021",Sulawesi Tengah,0.106219490,2.585427590,2.288,"2,288",94
"March 12, 2021",Sulawesi Tengah,0.111869463,0.650876876,0.576,576,99
"March 8, 2021",Sulawesi Tengah,0.116389441,0.228258904,0.202,202,103
"May 5, 2021",Sulawesi Tengah,0.116389441,4.797956970,4.246,"4,246",103
"March 16, 2021",Sulawesi Tengah,0.117519436,0.961625384,0.851,851,104
"July 8, 2021",Sulawesi Tengah,0.117519436,22.645091304,20.04,"20,040",104
"July 7, 2021",Sulawesi Tengah,0.118649430,22.527571868,19.936,"19,936",105
"April 20, 2021",Sulawesi Tengah,0.119779425,2.889396131,2.557,"2,557",106
"May 4, 2021",Sulawesi Tengah,0.124299403,4.681567528,4.143,"4,143",110
"May 3, 2021",Sulawesi Tengah,0.126559393,4.557268125,4.033,"4,033",112
"July 2, 2021",Sulawesi Tengah,0.127689387,21.847315133,19.334,"19,334",113
"April 21, 2021",Sulawesi Tengah,0.134469355,3.023865485,2.676,"2,676",119
"March 10, 2021",Sulawesi Tengah,0.138989333,0.532227445,0.471,471,123
"April 30, 2021",Sulawesi Tengah,0.138989333,4.388898933,3.884,"3,884",123
"April 9, 2021",Sulawesi Tengah,0.142379317,2.400108479,2.124,"2,124",126
"July 6, 2021",Sulawesi Tengah,0.143509311,22.408922437,19.831,"19,831",127
"July 15, 2021",Sulawesi Tengah,0.149159284,23.123079009,20.463,"20,463",132
"March 29, 2021",Sulawesi Tengah,0.150289279,1.756011571,1.554,"1,554",133
"May 11, 2021",Sulawesi Tengah,0.151419273,5.507593564,4.874,"4,874",134
"April 22, 2021",Sulawesi Tengah,0.158199241,3.182064726,2.816,"2,816",140
"June 5, 2021",Sulawesi Tengah,0.160459230,10.353010306,9.162,"9,162",142
"March 9, 2021",Sulawesi Tengah,0.164979208,0.393238112,0.348,348,146
"July 3, 2021",Sulawesi Tengah,0.178539143,22.025854276,19.492,"19,492",158
"April 28, 2021",Sulawesi Tengah,0.183059121,3.958371000,3.503,"3,503",162
"May 10, 2021",Sulawesi Tengah,0.187579100,5.356174290,4.74,"4,740",166
"May 7, 2021",Sulawesi Tengah,0.194359067,5.072545652,4.489,"4,489",172
"July 5, 2021",Sulawesi Tengah,0.194359067,22.265413126,19.704,"19,704",172
"April 26, 2021",Sulawesi Tengah,0.209048997,3.565132887,3.155,"3,155",185
"April 27, 2021",Sulawesi Tengah,0.210178991,3.775311879,3.341,"3,341",186
"July 1, 2021",Sulawesi Tengah,0.219218948,21.719625746,19.221,"19,221",194
"May 28, 2021",Sulawesi Tengah,0.238428856,8.937127102,7.909,"7,909",211
"June 7, 2021",Sulawesi Tengah,0.240688845,10.617429036,9.396,"9,396",213
"June 25, 2021",Sulawesi Tengah,0.240688845,19.310477310,17.089,"17,089",213
"May 31, 2021",Sulawesi Tengah,0.245208823,9.529244260,8.433,"8,433",217
"June 3, 2021",Sulawesi Tengah,0.247468812,10.112321461,8.949,"8,949",219
"May 19, 2021",Sulawesi Tengah,0.250858796,6.182200325,5.471,"5,471",222
"May 27, 2021",Sulawesi Tengah,0.256508769,8.698698246,7.698,"7,698",227
"April 29, 2021",Sulawesi Tengah,0.291538601,4.249909600,3.761,"3,761",258
"May 18, 2021",Sulawesi Tengah,0.306228530,5.931341530,5.249,"5,249",271
"June 2, 2021",Sulawesi Tengah,0.335608389,9.864852649,8.73,"8,730",297
"May 29, 2021",Sulawesi Tengah,0.344648346,9.281775447,8.214,"8,214",305
"May 25, 2021",Sulawesi Tengah,0.354818297,8.407159646,7.44,"7,440",314
"June 24, 2021",Sulawesi Tengah,0.363858253,19.069788465,16.876,"16,876",322
"June 30, 2021",Sulawesi Tengah,0.370638221,21.500406798,19.027,"19,027",328
"June 14, 2021",Sulawesi Tengah,0.372898210,14.410820828,12.753,"12,753",330
"June 15, 2021",Sulawesi Tengah,0.389848129,14.800668957,13.098,"13,098",345
"May 21, 2021",Sulawesi Tengah,0.412448020,7.024046285,6.216,"6,216",365
"May 20, 2021",Sulawesi Tengah,0.429397939,6.611598264,5.851,"5,851",380
"May 24, 2021",Sulawesi Tengah,0.433917917,8.052341349,7.126,"7,126",384
"June 23, 2021",Sulawesi Tengah,0.454257820,18.705930212,16.554,"16,554",402
"June 22, 2021",Sulawesi Tengah,0.463297776,18.251672392,16.152,"16,152",410
"June 21, 2021",Sulawesi Tengah,0.488157657,17.788374616,15.742,"15,742",432
"June 18, 2021",Sulawesi Tengah,0.522057494,16.647080094,14.732,"14,732",462
"June 11, 2021",Sulawesi Tengah,0.526577472,13.319246068,11.787,"11,787",466
"June 28, 2021",Sulawesi Tengah,0.529967456,20.588501175,18.22,"18,220",469
"June 29, 2021",Sulawesi Tengah,0.541267402,21.129768577,18.699,"18,699",479
"June 8, 2021",Sulawesi Tengah,0.569517266,11.186946303,9.9,"9,900",504
"May 22, 2021",Sulawesi Tengah,0.587597180,7.611643464,6.736,"6,736",520
"June 16, 2021",Sulawesi Tengah,0.636186946,15.436855903,13.661,"13,661",563
"June 19, 2021",Sulawesi Tengah,0.640706925,17.287787019,15.299,"15,299",567
"June 17, 2021",Sulawesi Tengah,0.688166697,16.125022600,14.27,"14,270",609
"June 12, 2021",Sulawesi Tengah,0.717546556,14.036792623,12.422,"12,422",635
"June 26, 2021",Sulawesi Tengah,0.731106491,20.041583800,17.736,"17,736",647
"June 10, 2021",Sulawesi Tengah,0.767266317,12.792668595,11.321,"11,321",679
"June 9, 2021",Sulawesi Tengah,0.838455975,12.025402278,10.642,"10,642",742
"March 3, 2021",Sulawesi Tenggara,0,0.005129849,0.004,4,0
"May 12, 2021",Sulawesi Tenggara,0,6.986854761,5.448,"5,448",0
"May 13, 2021",Sulawesi Tenggara,0,6.986854761,5.448,"5,448",0
"February 17, 2021",Sulawesi Tenggara,0.001282462,0.001282462,0.001,1,1
"February 22, 2021",Sulawesi Tenggara,0.001282462,0.005129849,0.004,4,1
"April 13, 2021",Sulawesi Tenggara,0.001282462,3.583199744,2.794,"2,794",1
"May 15, 2021",Sulawesi Tenggara,0.001282462,6.988137223,5.449,"5,449",1
"February 19, 2021",Sulawesi Tenggara,0.002564925,0.003847387,0.003,3,2
"May 2, 2021",Sulawesi Tenggara,0.002564925,5.596665598,4.364,"4,364",2
"May 11, 2021",Sulawesi Tenggara,0.002564925,6.986854761,5.448,"5,448",2
"April 14, 2021",Sulawesi Tenggara,0.003847387,3.587047130,2.797,"2,797",3
"April 20, 2021",Sulawesi Tenggara,0.006412312,3.731965374,2.91,"2,910",5
"March 5, 2021",Sulawesi Tenggara,0.007694774,0.021801860,0.017,17,6
"April 15, 2021",Sulawesi Tenggara,0.007694774,3.594741904,2.803,"2,803",6
"May 30, 2021",Sulawesi Tenggara,0.007694774,11.018916319,8.592,"8,592",6
"July 25, 2021",Sulawesi Tenggara,0.007694774,24.375761462,19.007,"19,007",6
"March 4, 2021",Sulawesi Tenggara,0.008977236,0.014107086,0.011,11,7
"March 8, 2021",Sulawesi Tenggara,0.008977236,0.030779096,0.024,24,7
"May 23, 2021",Sulawesi Tenggara,0.010259699,8.561718500,6.676,"6,676",8
"March 12, 2021",Sulawesi Tenggara,0.014107086,0.111574223,0.087,87,11
"April 23, 2021",Sulawesi Tenggara,0.014107086,3.864058993,3.013,"3,013",11
"April 24, 2021",Sulawesi Tenggara,0.015389548,3.879448541,3.025,"3,025",12
"July 19, 2021",Sulawesi Tenggara,0.016672010,24.211606284,18.879,"18,879",13
"March 19, 2021",Sulawesi Tenggara,0.020519397,0.241102918,0.188,188,16
"June 1, 2021",Sulawesi Tenggara,0.021801860,11.465213209,8.94,"8,940",17
"June 20, 2021",Sulawesi Tenggara,0.023084322,18.326386662,14.29,"14,290",18
"March 15, 2021",Sulawesi Tenggara,0.024366784,0.135941007,0.106,106,19
"March 18, 2021",Sulawesi Tenggara,0.024366784,0.220583520,0.172,172,19
"July 29, 2021",Sulawesi Tenggara,0.024366784,24.507855082,19.11,"19,110",19
"March 9, 2021",Sulawesi Tenggara,0.025649247,0.056428342,0.044,44,20
"March 16, 2021",Sulawesi Tenggara,0.025649247,0.161590253,0.126,126,20
"July 21, 2021",Sulawesi Tenggara,0.025649247,24.237255531,18.899,"18,899",20
"March 20, 2021",Sulawesi Tenggara,0.026931709,0.268034626,0.209,209,21
"June 6, 2021",Sulawesi Tenggara,0.029496634,14.095543443,10.991,"10,991",23
"July 26, 2021",Sulawesi Tenggara,0.030779096,24.406540558,19.031,"19,031",24
"June 13, 2021",Sulawesi Tenggara,0.032061558,16.117986534,12.568,"12,568",25
"July 11, 2021",Sulawesi Tenggara,0.032061558,23.542160949,18.357,"18,357",25
"July 23, 2021",Sulawesi Tenggara,0.033344021,24.330875281,18.972,"18,972",26
"March 17, 2021",Sulawesi Tenggara,0.034626483,0.196216736,0.153,153,27
"April 17, 2021",Sulawesi Tenggara,0.034626483,3.665277332,2.858,"2,858",27
"July 28, 2021",Sulawesi Tenggara,0.034626483,24.483488298,19.091,"19,091",27
"April 16, 2021",Sulawesi Tenggara,0.035908945,3.630650850,2.831,"2,831",28
"July 24, 2021",Sulawesi Tenggara,0.037191408,24.368066688,19.001,"19,001",29
"March 10, 2021",Sulawesi Tenggara,0.041038794,0.097467137,0.076,76,32
"July 27, 2021",Sulawesi Tenggara,0.042321257,24.448861815,19.064,"19,064",33
"April 22, 2021",Sulawesi Tenggara,0.044886181,3.849951908,3.002,"3,002",35
"March 22, 2021",Sulawesi Tenggara,0.047451106,0.315485733,0.246,246,37
"April 3, 2021",Sulawesi Tenggara,0.047451106,1.364539917,1.064,"1,064",37
"May 10, 2021",Sulawesi Tenggara,0.052580955,6.984289836,5.446,"5,446",41
"March 23, 2021",Sulawesi Tenggara,0.055145880,0.370631613,0.289,289,43
"June 27, 2021",Sulawesi Tenggara,0.058993267,20.815646040,16.231,"16,231",46
"April 19, 2021",Sulawesi Tenggara,0.060275729,3.725553062,2.905,"2,905",47
"July 22, 2021",Sulawesi Tenggara,0.060275729,24.297531260,18.946,"18,946",47
"April 1, 2021",Sulawesi Tenggara,0.069252966,1.317088811,1.027,"1,027",54
"May 26, 2021",Sulawesi Tenggara,0.070535428,9.831356204,7.666,"7,666",55
"April 21, 2021",Sulawesi Tenggara,0.073100353,3.805065726,2.967,"2,967",57
"July 14, 2021",Sulawesi Tenggara,0.073100353,23.820455274,18.574,"18,574",57
"July 18, 2021",Sulawesi Tenggara,0.073100353,24.194934274,18.866,"18,866",57
"April 6, 2021",Sulawesi Tenggara,0.079512664,1.527412632,1.191,"1,191",62
"April 5, 2021",Sulawesi Tenggara,0.083360051,1.447899968,1.129,"1,129",65
"March 27, 2021",Sulawesi Tenggara,0.084642514,0.904135941,0.705,705,66
"April 26, 2021",Sulawesi Tenggara,0.084642514,3.964091055,3.091,"3,091",66
"March 30, 2021",Sulawesi Tenggara,0.085924976,1.141391472,0.89,890,67
"July 16, 2021",Sulawesi Tenggara,0.087207438,24.001282462,18.715,"18,715",68
"July 13, 2021",Sulawesi Tenggara,0.091054825,23.747354921,18.517,"18,517",71
"July 15, 2021",Sulawesi Tenggara,0.093619750,23.914075024,18.647,"18,647",73
"March 26, 2021",Sulawesi Tenggara,0.102596986,0.819493427,0.639,639,80
"May 8, 2021",Sulawesi Tenggara,0.105161911,6.931708881,5.405,"5,405",82
"March 31, 2021",Sulawesi Tenggara,0.106444373,1.247835845,0.973,973,83
"March 24, 2021",Sulawesi Tenggara,0.111574223,0.482205835,0.376,376,87
"July 12, 2021",Sulawesi Tenggara,0.114139147,23.656300096,18.446,"18,446",89
"July 9, 2021",Sulawesi Tenggara,0.116704072,23.393395319,18.241,"18,241",91
"July 10, 2021",Sulawesi Tenggara,0.116704072,23.510099391,18.332,"18,332",91
"July 17, 2021",Sulawesi Tenggara,0.120551459,24.121833921,18.809,"18,809",94
"July 4, 2021",Sulawesi Tenggara,0.129528695,22.399487015,17.466,"17,466",101
"July 3, 2021",Sulawesi Tenggara,0.146200705,22.269958320,17.365,"17,365",114
"July 8, 2021",Sulawesi Tenggara,0.147483168,23.276691247,18.15,"18,150",115
"May 1, 2021",Sulawesi Tenggara,0.148765630,5.594100673,4.362,"4,362",116
"March 29, 2021",Sulawesi Tenggara,0.151330555,1.055466496,0.823,823,118
"July 2, 2021",Sulawesi Tenggara,0.152613017,22.123757615,17.251,"17,251",119
"May 7, 2021",Sulawesi Tenggara,0.161590253,6.826546970,5.323,"5,323",126
"June 18, 2021",Sulawesi Tenggara,0.164155178,18.046809875,14.072,"14,072",128
"May 17, 2021",Sulawesi Tenggara,0.173132414,7.161269638,5.584,"5,584",135
"June 11, 2021",Sulawesi Tenggara,0.194934274,15.852516832,12.361,"12,361",152
"May 22, 2021",Sulawesi Tenggara,0.198781661,8.551458801,6.668,"6,668",155
"May 4, 2021",Sulawesi Tenggara,0.200064123,6.160949022,4.804,"4,804",156
"June 23, 2021",Sulawesi Tenggara,0.200064123,19.086886823,14.883,"14,883",156
"July 1, 2021",Sulawesi Tenggara,0.203911510,21.971144598,17.132,"17,132",159
"May 6, 2021",Sulawesi Tenggara,0.211606284,6.664956717,5.197,"5,197",165
"May 21, 2021",Sulawesi Tenggara,0.215453671,8.352677140,6.513,"6,513",168
"May 18, 2021",Sulawesi Tenggara,0.223148445,7.384418083,5.758,"5,758",174
"June 29, 2021",Sulawesi Tenggara,0.232125681,21.354280218,16.651,"16,651",181
"June 12, 2021",Sulawesi Tenggara,0.233408144,16.085924976,12.543,"12,543",182
"March 25, 2021",Sulawesi Tenggara,0.234690606,0.716896441,0.559,559,183
"July 6, 2021",Sulawesi Tenggara,0.234690606,22.894517474,17.852,"17,852",183
"July 7, 2021",Sulawesi Tenggara,0.234690606,23.129208080,18.035,"18,035",183
"June 25, 2021",Sulawesi Tenggara,0.244950305,19.771721706,15.417,"15,417",191
"June 19, 2021",Sulawesi Tenggara,0.256492466,18.303302340,14.272,"14,272",200
"June 22, 2021",Sulawesi Tenggara,0.260339853,18.886822700,14.727,"14,727",203
"July 5, 2021",Sulawesi Tenggara,0.260339853,22.659826868,17.669,"17,669",203
"April 28, 2021",Sulawesi Tenggara,0.274446938,4.537351715,3.538,"3,538",214
"April 12, 2021",Sulawesi Tenggara,0.277011863,3.581917281,2.793,"2,793",216
"May 5, 2021",Sulawesi Tenggara,0.292401411,6.453350433,5.032,"5,032",228
"April 27, 2021",Sulawesi Tenggara,0.298813722,4.262904777,3.324,"3,324",233
"June 21, 2021",Sulawesi Tenggara,0.300096185,18.626482847,14.524,"14,524",234
"May 29, 2021",Sulawesi Tenggara,0.305226034,11.011221545,8.586,"8,586",238
"June 28, 2021",Sulawesi Tenggara,0.306508496,21.122154537,16.47,"16,470",239
"June 9, 2021",Sulawesi Tenggara,0.338570055,15.313882655,11.941,"11,941",264
"May 20, 2021",Sulawesi Tenggara,0.341134979,8.137223469,6.345,"6,345",266
"June 10, 2021",Sulawesi Tenggara,0.343699904,15.657582559,12.209,"12,209",268
"April 9, 2021",Sulawesi Tenggara,0.353959602,2.873998076,2.241,"2,241",276
"May 3, 2021",Sulawesi Tenggara,0.364219301,5.960884899,4.648,"4,648",284
"May 28, 2021",Sulawesi Tenggara,0.366784226,10.705995511,8.348,"8,348",286
"May 24, 2021",Sulawesi Tenggara,0.373196537,8.934915037,6.967,"6,967",291
"June 15, 2021",Sulawesi Tenggara,0.389868548,16.904135941,13.181,"13,181",304
"June 8, 2021",Sulawesi Tenggara,0.394998397,14.975312600,11.677,"11,677",308
"June 14, 2021",Sulawesi Tenggara,0.396280859,16.514267393,12.877,"12,877",309
"May 19, 2021",Sulawesi Tenggara,0.411670407,7.796088490,6.079,"6,079",321
"June 30, 2021",Sulawesi Tenggara,0.412952870,21.767233088,16.973,"16,973",322
"June 16, 2021",Sulawesi Tenggara,0.418082719,17.322218660,13.507,"13,507",326
"May 31, 2021",Sulawesi Tenggara,0.424495030,11.443411350,8.923,"8,923",331
"April 30, 2021",Sulawesi Tenggara,0.427059955,5.445335043,4.246,"4,246",333
"April 10, 2021",Sulawesi Tenggara,0.430907342,3.304905418,2.577,"2,577",336
"June 24, 2021",Sulawesi Tenggara,0.439884578,19.526771401,15.226,"15,226",343
"April 8, 2021",Sulawesi Tenggara,0.457839051,2.520038474,1.965,"1,965",357
"April 29, 2021",Sulawesi Tenggara,0.480923373,5.018275088,3.913,"3,913",375
"June 7, 2021",Sulawesi Tenggara,0.484770760,14.580314203,11.369,"11,369",378
"May 27, 2021",Sulawesi Tenggara,0.507855082,10.339211286,8.062,"8,062",396
"April 7, 2021",Sulawesi Tenggara,0.534786791,2.062199423,1.608,"1,608",417
"June 17, 2021",Sulawesi Tenggara,0.560436037,17.882654697,13.944,"13,944",437
"June 4, 2021",Sulawesi Tenggara,0.579672972,13.472266752,10.505,"10,505",452
"June 5, 2021",Sulawesi Tenggara,0.593780058,14.066046810,10.968,"10,968",463
"June 2, 2021",Sulawesi Tenggara,0.605322219,12.070535428,9.412,"9,412",472
"June 3, 2021",Sulawesi Tenggara,0.822058352,12.892593780,10.053,"10,053",641
"May 25, 2021",Sulawesi Tenggara,0.825905739,9.760820776,7.611,"7,611",644
"June 26, 2021",Sulawesi Tenggara,0.984931068,20.756652773,16.185,"16,185",768
"April 3, 2021",Sulawesi Utara,0,3.073703958,1.704,"1,704",0
"May 14, 2021",Sulawesi Utara,0,19.995310076,11.085,"11,085",0
"February 10, 2021",Sulawesi Utara,0.001803817,0.001803817,0.001,1,1
"February 18, 2021",Sulawesi Utara,0.001803817,0.003607634,0.002,2,1
"March 1, 2021",Sulawesi Utara,0.001803817,0.005411451,0.003,3,1
"March 13, 2021",Sulawesi Utara,0.001803817,0.248926729,0.138,138,1
"May 16, 2021",Sulawesi Utara,0.001803817,20.025974963,11.102,"11,102",1
"May 30, 2021",Sulawesi Utara,0.001803817,22.686604856,12.577,"12,577",1
"March 4, 2021",Sulawesi Utara,0.003607634,0.009019084,0.005,5,2
"March 11, 2021",Sulawesi Utara,0.003607634,0.167754970,0.093,93,2
"May 13, 2021",Sulawesi Utara,0.003607634,19.995310076,11.085,"11,085",2
"June 20, 2021",Sulawesi Utara,0.003607634,28.177423428,15.621,"15,621",2
"June 27, 2021",Sulawesi Utara,0.003607634,29.416645622,16.308,"16,308",2
"July 25, 2021",Sulawesi Utara,0.003607634,33.280421372,18.45,"18,450",2
"July 20, 2021",Sulawesi Utara,0.005411451,33.173996176,18.391,"18,391",3
"March 5, 2021",Sulawesi Utara,0.007215268,0.016234352,0.009,9,4
"May 1, 2021",Sulawesi Utara,0.007215268,17.901078682,9.924,"9,924",4
"July 23, 2021",Sulawesi Utara,0.010822901,33.265990837,18.442,"18,442",6
"July 24, 2021",Sulawesi Utara,0.010822901,33.276813738,18.448,"18,448",6
"July 29, 2021",Sulawesi Utara,0.010822901,33.343554962,18.485,"18,485",6
"June 13, 2021",Sulawesi Utara,0.012626718,26.254554638,14.555,"14,555",7
"July 19, 2021",Sulawesi Utara,0.012626718,33.168584725,18.388,"18,388",7
"July 26, 2021",Sulawesi Utara,0.012626718,33.293048090,18.457,"18,457",7
"July 11, 2021",Sulawesi Utara,0.014430535,32.582344240,18.063,"18,063",8
"July 18, 2021",Sulawesi Utara,0.014430535,33.155958007,18.381,"18,381",8
"July 28, 2021",Sulawesi Utara,0.016234352,33.332732061,18.479,"18,479",9
"May 22, 2021",Sulawesi Utara,0.018038169,21.481655182,11.909,"11,909",10
"June 6, 2021",Sulawesi Utara,0.019841986,24.147696526,13.387,"13,387",11
"March 8, 2021",Sulawesi Utara,0.021645803,0.037880154,0.021,21,12
"July 27, 2021",Sulawesi Utara,0.023449619,33.316497709,18.47,"18,470",13
"July 4, 2021",Sulawesi Utara,0.025253436,30.917421263,17.14,"17,140",14
"May 15, 2021",Sulawesi Utara,0.028861070,20.024171146,11.101,"11,101",16
"March 27, 2021",Sulawesi Utara,0.030664887,2.694902414,1.494,"1,494",17
"July 17, 2021",Sulawesi Utara,0.036076338,33.141527472,18.373,"18,373",20
"May 26, 2021",Sulawesi Utara,0.037880154,21.986723908,12.189,"12,189",21
"July 16, 2021",Sulawesi Utara,0.037880154,33.105451135,18.353,"18,353",21
"July 22, 2021",Sulawesi Utara,0.037880154,33.255167935,18.436,"18,436",21
"June 1, 2021",Sulawesi Utara,0.039683971,22.993253725,12.747,"12,747",22
"July 21, 2021",Sulawesi Utara,0.043291605,33.217287781,18.415,"18,415",24
"June 5, 2021",Sulawesi Utara,0.048703056,24.127854540,13.376,"13,376",27
"April 1, 2021",Sulawesi Utara,0.050506873,3.073703958,1.704,"1,704",28
"March 9, 2021",Sulawesi Utara,0.054114506,0.091994661,0.051,51,30
"April 7, 2021",Sulawesi Utara,0.064937408,3.829503229,2.123,"2,123",36
"March 20, 2021",Sulawesi Utara,0.068545041,1.832677947,1.016,"1,016",38
"May 8, 2021",Sulawesi Utara,0.068545041,19.520906238,10.822,"10,822",38
"March 10, 2021",Sulawesi Utara,0.072152675,0.164147336,0.091,91,40
"March 30, 2021",Sulawesi Utara,0.073956492,2.850030665,1.58,"1,580",41
"April 17, 2021",Sulawesi Utara,0.073956492,9.450196616,5.239,"5,239",41
"March 12, 2021",Sulawesi Utara,0.079367943,0.247122912,0.137,137,44
"March 29, 2021",Sulawesi Utara,0.081171759,2.776074173,1.539,"1,539",45
"July 10, 2021",Sulawesi Utara,0.081171759,32.567913705,18.055,"18,055",45
"March 23, 2021",Sulawesi Utara,0.084779393,2.005844367,1.112,"1,112",47
"May 12, 2021",Sulawesi Utara,0.084779393,19.991702442,11.083,"11,083",47
"March 26, 2021",Sulawesi Utara,0.086583210,2.664237527,1.477,"1,477",48
"May 24, 2021",Sulawesi Utara,0.086583210,21.568238392,11.957,"11,957",48
"June 19, 2021",Sulawesi Utara,0.086583210,28.173815794,15.619,"15,619",48
"March 22, 2021",Sulawesi Utara,0.088387027,1.921064973,1.065,"1,065",49
"July 15, 2021",Sulawesi Utara,0.090190844,33.067570980,18.332,"18,332",50
"April 24, 2021",Sulawesi Utara,0.117248097,14.450376998,8.011,"8,011",65
"July 3, 2021",Sulawesi Utara,0.117248097,30.892167827,17.126,"17,126",65
"May 28, 2021",Sulawesi Utara,0.124463364,22.517046069,12.483,"12,483",69
"July 14, 2021",Sulawesi Utara,0.128070998,32.977380136,18.282,"18,282",71
"July 13, 2021",Sulawesi Utara,0.129874815,32.849309138,18.211,"18,211",72
"July 12, 2021",Sulawesi Utara,0.137090083,32.719434323,18.139,"18,139",76
"April 10, 2021",Sulawesi Utara,0.142501533,5.139074281,2.849,"2,849",79
"June 18, 2021",Sulawesi Utara,0.144305350,28.087232584,15.571,"15,571",80
"May 17, 2021",Sulawesi Utara,0.151520618,20.177495581,11.186,"11,186",84
"May 10, 2021",Sulawesi Utara,0.155128251,19.676034489,10.908,"10,908",86
"June 25, 2021",Sulawesi Utara,0.156932068,29.180345611,16.177,"16,177",87
"April 8, 2021",Sulawesi Utara,0.158735885,3.988239114,2.211,"2,211",88
"May 4, 2021",Sulawesi Utara,0.162343519,18.445831379,10.226,"10,226",90
"June 21, 2021",Sulawesi Utara,0.165951153,28.343374581,15.713,"15,713",92
"May 29, 2021",Sulawesi Utara,0.167754970,22.684801039,12.576,"12,576",93
"March 31, 2021",Sulawesi Utara,0.173166420,3.023197085,1.676,"1,676",96
"May 18, 2021",Sulawesi Utara,0.174970237,20.352465818,11.283,"11,283",97
"April 5, 2021",Sulawesi Utara,0.178577871,3.252281828,1.803,"1,803",99
"June 22, 2021",Sulawesi Utara,0.191204589,28.534579170,15.819,"15,819",106
"May 21, 2021",Sulawesi Utara,0.200223673,21.463617014,11.899,"11,899",111
"June 29, 2021",Sulawesi Utara,0.207438941,29.923518164,16.589,"16,589",115
"July 9, 2021",Sulawesi Utara,0.209242758,32.486741946,18.01,"18,010",116
"July 8, 2021",Sulawesi Utara,0.216458025,32.277499188,17.894,"17,894",120
"June 7, 2021",Sulawesi Utara,0.218261842,24.365958368,13.508,"13,508",121
"June 12, 2021",Sulawesi Utara,0.223673293,26.241927919,14.548,"14,548",124
"June 17, 2021",Sulawesi Utara,0.223673293,27.942927234,15.491,"15,491",124
"June 24, 2021",Sulawesi Utara,0.227280926,29.023413543,16.09,"16,090",126
"July 2, 2021",Sulawesi Utara,0.229084743,30.774919730,17.061,"17,061",127
"May 11, 2021",Sulawesi Utara,0.230888560,19.906923049,11.036,"11,036",128
"June 26, 2021",Sulawesi Utara,0.232692377,29.413037988,16.306,"16,306",129
"March 17, 2021",Sulawesi Utara,0.245319095,1.055232873,0.585,585,136
"June 23, 2021",Sulawesi Utara,0.261553447,28.796132617,15.964,"15,964",145
"May 31, 2021",Sulawesi Utara,0.266964898,22.953569754,12.725,"12,725",148
"June 4, 2021",Sulawesi Utara,0.266964898,24.079151485,13.349,"13,349",148
"July 1, 2021",Sulawesi Utara,0.266964898,30.545834987,16.934,"16,934",148
"March 24, 2021",Sulawesi Utara,0.272376348,2.278220715,1.263,"1,263",151
"March 16, 2021",Sulawesi Utara,0.277787799,0.809913778,0.449,449,154
"March 15, 2021",Sulawesi Utara,0.283199250,0.532125979,0.295,295,157
"March 19, 2021",Sulawesi Utara,0.283199250,1.764132905,0.978,978,157
"March 25, 2021",Sulawesi Utara,0.299433602,2.577654317,1.429,"1,429",166
