Kabupaten (group),Provinsi,pencapaian vaksin,Geo_Kab,Dosis Vaksin,Latitude (generated),Longitude (generated),Dosis Vaksin,Peserta Vaksinasi,Target
Sumedang,Jawa Barat,13.467829289,Polygon,Divaksin 1,-6.834911335,107.989215613,"124,335","923,200","37,907,814"
Sumenep,Jawa Timur,8.414908906,MultiPolygon,Divaksin 1,-6.946791110,115.048747109,"75,707","899,677","31,826,206"
Sungai Penuh,Jambi,25.148909756,Polygon,Divaksin 1,-2.103320930,101.365311571,"19,042","75,717","2,686,193"
Supiori,Papua,12.277811497,MultiPolygon,Divaksin 1,-0.750116771,135.520659608,"1,416","11,533","2,175,921"
Surabaya,Jawa Timur,66.654479174,MultiPolygon,Divaksin 1,-7.277479894,112.727243858,"1,478,477","2,218,121","31,826,206"
Surakarta,Jawa Tengah,66.692636479,Polygon,Divaksin 1,-7.558203046,110.817990942,"278,209","417,151","28,727,805"
Tabalong,Kalimantan Selatan,15.753705909,Polygon,Divaksin 1,-1.853716763,115.518972390,"30,692","194,824","3,161,137"
Tabanan,Bali,88.711295107,Polygon,Divaksin 1,-8.445492856,115.069701528,"332,568","374,888","3,405,130"
Takalar,Sulawesi Selatan,18.191073200,MultiPolygon,Divaksin 1,-5.416273842,119.452433899,"41,991","230,833","7,058,141"
Tambrauw,Papua Barat,3.238218980,Polygon,Divaksin 1,-0.714718366,132.516186346,648,"20,011","669,488"
Tana Tidung,Kalimantan Timur,,MultiPolygon,Divaksin 1,3.592682702,117.397227551,,,
Tana Toraja,Sulawesi Selatan,21.136961757,Polygon,Divaksin 1,-3.107985520,119.708108014,"47,306","223,807","7,058,141"
Tanah Bumbu,Kalimantan Selatan,10.754824893,MultiPolygon,Divaksin 1,-3.358586037,115.783705621,"25,762","239,539","3,161,137"
Tanah Datar,Sumatera Barat,11.634010825,Polygon,Divaksin 1,-0.451946444,100.600951157,"35,638","306,326","4,408,509"
Tanah Laut,Kalimantan Selatan,8.491100698,Polygon,Divaksin 1,-3.729796315,114.878902933,"22,923","269,965","3,161,137"
Tangerang,Banten,21.836483027,MultiPolygon,Divaksin 1,-6.197861767,106.552883855,"872,100","3,993,775","9,229,383"
Tangerang Selatan,Banten,29.024491599,Polygon,Divaksin 1,-6.290757270,106.733550797,"311,510","1,073,266","9,229,383"
Tanggamus,Lampung,6.712216093,MultiPolygon,Divaksin 1,-5.618835295,104.706658638,"31,663","471,722","6,645,226"
Tanjung Jabung B,Jambi,18.769403513,Polygon,Divaksin 1,-1.113767972,103.163631388,"44,799","238,681","2,686,193"
Tanjung Jabung T,Jambi,19.625080147,MultiPolygon,Divaksin 1,-1.122058570,103.821170449,"34,893","177,798","2,686,193"
Tanjungpinang,Kepulauan Riau,68.886704488,MultiPolygon,Divaksin 1,0.930398143,104.457547068,"122,639","178,030","1,581,035"
Tapanuli Selatan,Sumatera Utara,13.221851502,MultiPolygon,Divaksin 1,1.502818125,99.274587722,"29,840","225,687","11,419,559"
Tapanuli Tengah,Sumatera Utara,8.956827437,MultiPolygon,Divaksin 1,1.637585712,98.836489295,"25,427","283,884","9,832,695"
Tapanuli Utara,Sumatera Utara,19.649635284,MultiPolygon,Divaksin 1,1.982206198,99.192102657,"46,280","235,526","11,419,559"
Tapin,Kalimantan Selatan,11.133897000,Polygon,Divaksin 1,-2.916449370,115.124870703,"16,342","146,777","3,161,137"
Tarakan,Kalimantan Timur,,MultiPolygon,Divaksin 1,3.356720785,117.548144627,,,
Tasikmalaya,Jawa Barat,10.250778095,MultiPolygon,Divaksin 1,-7.395543348,108.193311360,"209,305","2,041,845","37,907,814"
Tebingtinggi,Sumatera Utara,13.624865286,Polygon,Divaksin 1,3.322935177,99.153944072,"18,205","133,616","9,832,695"
Tebo,Jambi,20.504782479,Polygon,Divaksin 1,-1.350862035,102.334471703,"52,393","255,516","2,686,193"
Tegal,Jawa Tengah,14.316501993,MultiPolygon,Divaksin 1,-7.017266164,109.158099246,"206,131","1,439,814","28,727,805"
Teluk Bintuni,Papua Barat,17.069948771,MultiPolygon,Divaksin 1,-2.259311604,133.558725372,"10,596","62,074","797,402"
Teluk Wondama,Papua Barat,21.534875381,MultiPolygon,Divaksin 1,-2.313049185,134.338117025,"6,005","27,885","797,402"
Temanggung,Jawa Tengah,13.872916620,Polygon,Divaksin 1,-7.226341341,110.153014948,"86,615","624,346","28,727,805"
Ternate,Maluku Utara,17.675638972,MultiPolygon,Divaksin 1,0.783794984,127.165975086,"26,812","151,689","954,092"
Tidore Kepulauan,Maluku Utara,13.475332199,MultiPolygon,Divaksin 1,0.424798533,127.625342494,"11,723","86,996","954,092"
Timor Tengah Selatan,Nusa Tenggara Timur,8.295397520,Polygon,Divaksin 1,-9.680385982,124.374782122,"27,771","334,776","3,248,595"
Timor Tengah Utara,Nusa Tenggara Timur,9.226869727,Polygon,Divaksin 1,-9.383604462,124.429060757,"17,182","186,217","3,831,439"
Toba Samosir,Sumatera Utara,14.665834015,Polygon,Divaksin 1,2.430941858,99.304165709,"22,780","155,327","11,419,559"
Tojo Una-Una,Sulawesi Tengah,8.653047667,MultiPolygon,Divaksin 1,-0.608905856,121.826965396,"9,899","114,399","2,135,907"
Toli-Toli,Sulawesi Tengah,13.820598427,MultiPolygon,Divaksin 1,0.923253404,120.605075460,"21,857","158,148","1,821,298"
Tolikara,Papua,0.952242495,Polygon,Divaksin 1,-3.507317690,138.330667037,"1,572","165,084","2,175,921"
Tomohon,Sulawesi Utara,61.295952330,Polygon,Divaksin 1,1.332566315,124.824281364,"49,171","80,219","2,080,685"
Toraja Utara,Sulawesi Selatan,12.860527738,Polygon,Divaksin 1,-2.915244754,119.855060476,"25,456","197,939","7,058,141"
Trenggalek,Jawa Timur,12.875737734,MultiPolygon,Divaksin 1,-8.220382777,111.614686963,"74,961","582,188","31,826,206"
Tual,Maluku,8.885078184,MultiPolygon,Divaksin 1,-5.595329937,132.590303405,"6,114","68,812","1,417,690"
Tuban,Jawa Timur,14.707717229,MultiPolygon,Divaksin 1,-6.949266410,111.880067787,"139,095","945,728","31,826,206"
Tulang Bawang Barat,Lampung,5.118430633,Polygon,Divaksin 1,-4.406635917,105.090425037,"10,755","210,123","5,765,023"
Tulangbawang,Lampung,8.822033166,Polygon,Divaksin 1,-4.503233765,105.487454395,"27,573","312,547","5,765,023"
Tulungagung,Jawa Timur,22.697296058,MultiPolygon,Divaksin 1,-8.123010498,111.869063818,"196,037","863,702","31,826,206"
Waduk Cirata,Jawa Barat,,Polygon,Divaksin 1,-6.748570027,107.302066263,,,
Waduk Kedungombo,Jawa Tengah,,MultiPolygon,Divaksin 1,-7.289615217,110.818305383,,,
Wajo,Sulawesi Selatan,20.032977189,Polygon,Divaksin 1,-4.021313952,120.187260027,"60,262","300,814","7,058,141"
Wakatobi,Sulawesi Tenggara,10.725318462,MultiPolygon,Divaksin 1,-5.561726143,123.809631522,"9,270","86,431","2,002,579"
Waropen,Papua,6.714712603,MultiPolygon,Divaksin 1,-2.556750713,136.619368120,"1,146","17,067","2,583,771"
Way Kanan,Lampung,6.604489529,MultiPolygon,Divaksin 1,-4.540827100,104.584285106,"22,540","341,283","6,645,226"
Wonogiri,Jawa Tengah,10.808811413,Polygon,Divaksin 1,-7.898856786,111.029708482,"92,487","855,663","28,727,805"
Wonosobo,Jawa Tengah,11.290866097,Polygon,Divaksin 1,-7.426250616,109.901022822,"77,734","688,468","28,727,805"
Yahukimo,Papua,0.974749426,Polygon,Divaksin 1,-4.083221146,140.004083349,"2,371","243,242","2,583,771"
Yalimo,Papua,1.298639141,Polygon,Divaksin 1,-3.665426193,139.501459439,814,"62,681","2,175,921"
